Id,Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
29.5,23.5,2527,0.944,0,0,1,2,(2 - ω) (5 + 3ω)²,1,53 + 47ω,6 + 53ω,-47 + 6ω,-53 - 47ω,-6 - 53ω,47 - 6ω
31.0,23.0,2548,0.909,0,0,1,3,(2) (3 + ω)² (4 + ω),1,54 + 46ω,8 + 54ω,-46 + 8ω,-54 - 46ω,-8 - 54ω,46 - 8ω
32.5,22.5,2575,0.876,0,1,0,2,(5) (9 - 2ω),0,55 + 45ω,10 + 55ω,-45 + 10ω,-55 - 45ω,-10 - 55ω,45 - 10ω
31.5,22.5,2511,0.891,0,0,3,2,(2 + ω)⁴ (5 - ω),1,54 + 45ω,9 + 54ω,-45 + 9ω,-54 - 45ω,-9 - 54ω,45 - 9ω
33.0,22.0,2541,0.857,0,0,0,3,(2 + ω) (3 + ω) (11),0,55 + 44ω,11 + 55ω,-44 + 11ω,-55 - 44ω,-11 - 55ω,44 - 11ω
34.5,21.5,2577,0.824,0,0,0,2,(2 + ω) (33 + 10ω),0,56 + 43ω,13 + 56ω,-43 + 13ω,-56 - 43ω,-13 - 56ω,43 - 13ω
33.5,21.5,2509,0.838,0,1,0,2,(4 + ω) (9 - 7ω),0,55 + 43ω,12 + 55ω,-43 + 12ω,-55 - 43ω,-12 - 55ω,43 - 12ω
35.0,21.0,2548,0.805,0,1,1,4,(2) (3 + ω) (2 - ω) (3 - ω),0,56 + 42ω,14 + 56ω,-42 + 14ω,-56 - 42ω,-14 - 56ω,42 - 14ω
36.5,20.5,2593,0.772,1,0,0,1,'(57 + 41ω),0,57 + 41ω,16 + 57ω,-41 + 16ω,-57 - 41ω,-16 - 57ω,41 - 16ω
35.5,20.5,2521,0.785,1,0,0,1,'(56 + 41ω),0,56 + 41ω,15 + 56ω,-41 + 15ω,-56 - 41ω,-15 - 56ω,41 - 15ω
37.0,20.0,2569,0.752,0,0,0,2,(3 + ω) (22 + 9ω),0,57 + 40ω,17 + 57ω,-40 + 17ω,-57 - 40ω,-17 - 57ω,40 - 17ω
37.5,19.5,2547,0.733,0,0,1,2,(2 + ω)² (6 + 19ω),0,57 + 39ω,18 + 57ω,-39 + 18ω,-57 - 39ω,-18 - 57ω,39 - 18ω
38.0,19.0,2527,0.714,0,0,1,3,(2 - ω) (5 + 2ω) (5 + 3ω),0,57 + 38ω,19 + 57ω,-38 + 19ω,-57 - 38ω,-19 - 57ω,38 - 19ω
39.5,18.5,2587,0.682,0,0,0,2,(3 - ω) (2 + 15ω),0,58 + 37ω,21 + 58ω,-37 + 21ω,-58 - 37ω,-21 - 58ω,37 - 21ω
38.5,18.5,2509,0.694,0,1,0,2,(4 + ω) (7 - 9ω),0,57 + 37ω,20 + 57ω,-37 + 20ω,-57 - 37ω,-20 - 57ω,37 - 20ω
40.0,18.0,2572,0.662,0,0,0,2,(2) (29 + 18ω),0,58 + 36ω,22 + 58ω,-36 + 22ω,-58 - 36ω,-22 - 58ω,36 - 22ω
40.5,17.5,2559,0.642,0,0,0,2,(2 + ω) (31 + 4ω),0,58 + 35ω,23 + 58ω,-35 + 23ω,-58 - 35ω,-23 - 58ω,35 - 23ω
41.0,17.0,2548,0.623,0,1,1,3,(2) (2 - ω)² (4 + ω),0,58 + 34ω,24 + 58ω,-34 + 24ω,-58 - 34ω,-24 - 58ω,34 - 24ω
41.5,16.5,2539,0.603,1,0,0,1,'(58 + 33ω),0,58 + 33ω,25 + 58ω,-33 + 25ω,-58 - 33ω,-25 - 58ω,33 - 25ω
42.0,16.0,2532,0.583,0,0,0,3,(2 + ω) (2) (15 + ω),0,58 + 32ω,26 + 58ω,-32 + 26ω,-58 - 32ω,-26 - 58ω,32 - 26ω
42.5,15.5,2527,0.563,0,0,1,2,(3 + ω) (5 + 3ω)²,0,58 + 31ω,27 + 58ω,-31 + 27ω,-58 - 31ω,-27 - 58ω,31 - 27ω
43.0,15.0,2524,0.543,0,0,0,2,(2) (29 + 15ω),0,58 + 30ω,28 + 58ω,-30 + 28ω,-58 - 30ω,-28 - 58ω,30 - 28ω
43.5,14.5,2523,0.524,0,0,0,2,(2 + ω) (29),0,58 + 29ω,29 + 58ω,-29 + 29ω,-58 - 29ω,-29 - 58ω,29 - 29ω
